,,,,,,,Daily Price Arrival Report-07-11-2025 to 21-08-2026 for Maharashtra,,,,,,
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,6.40,Metric Tonnes,27-12-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,8.20,Metric Tonnes,27-11-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,150.00","2,350.00","2,250.00",Rs./Quintal,44.80,Metric Tonnes,27-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,53.80,Metric Tonnes,27-02-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,9.40,Metric Tonnes,27-01-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,22.60,Metric Tonnes,26-12-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,700.00","2,675.00",Rs./Quintal,23.00,Metric Tonnes,25-11-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,43.60,Metric Tonnes,25-02-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,300.00","2,200.00",Rs./Quintal,51.60,Metric Tonnes,24-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,750.00","2,675.00",Rs./Quintal,15.00,Metric Tonnes,23-12-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,29.20,Metric Tonnes,23-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,23.80,Metric Tonnes,23-01-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,17.80,Metric Tonnes,22-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,9.40,Metric Tonnes,22-06-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,800.00","2,725.00",Rs./Quintal,10.60,Metric Tonnes,22-01-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,625.00","2,625.00","2,625.00",Rs./Quintal,54.40,Metric Tonnes,21-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,250.00","2,400.00","2,325.00",Rs./Quintal,23.40,Metric Tonnes,21-02-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,900.00","2,775.00",Rs./Quintal,12.60,Metric Tonnes,21-01-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,19.00,Metric Tonnes,20-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,48.00,Metric Tonnes,20-05-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,580.00","2,515.00",Rs./Quintal,37.20,Metric Tonnes,20-02-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,33.20,Metric Tonnes,19-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,050.00","2,400.00","2,225.00",Rs./Quintal,44.80,Metric Tonnes,19-06-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,43.40,Metric Tonnes,19-05-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,35.00,Metric Tonnes,18-11-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,750.00","2,700.00",Rs./Quintal,49.80,Metric Tonnes,18-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,45.00,Metric Tonnes,17-11-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,750.00","2,700.00",Rs./Quintal,33.80,Metric Tonnes,17-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,625.00","2,625.00","2,625.00",Rs./Quintal,25.20,Metric Tonnes,17-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,200.00",Rs./Quintal,37.00,Metric Tonnes,17-06-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,21.60,Metric Tonnes,16-12-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,29.00,Metric Tonnes,16-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,33.40,Metric Tonnes,16-06-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,700.00","2,700.00","2,700.00",Rs./Quintal,0.40,Metric Tonnes,16-04-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,300.00","2,200.00",Rs./Quintal,43.00,Metric Tonnes,16-04-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,350.00","2,225.00",Rs./Quintal,49.60,Metric Tonnes,16-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,500.00","2,475.00",Rs./Quintal,26.40,Metric Tonnes,16-02-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","3,000.00","2,800.00",Rs./Quintal,5.00,Metric Tonnes,16-01-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,5.40,Metric Tonnes,15-12-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,40.20,Metric Tonnes,15-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,21.40,Metric Tonnes,15-06-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,44.60,Metric Tonnes,15-05-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,18.40,Metric Tonnes,14-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,23.40,Metric Tonnes,14-05-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,350.00","2,275.00",Rs./Quintal,37.20,Metric Tonnes,14-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,600.00","2,525.00",Rs./Quintal,29.40,Metric Tonnes,14-02-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,750.00","2,700.00",Rs./Quintal,28.50,Metric Tonnes,13-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,18.40,Metric Tonnes,13-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,45.00,Metric Tonnes,13-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,700.00","2,575.00",Rs./Quintal,14.80,Metric Tonnes,13-02-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,14.60,Metric Tonnes,12-12-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,700.00","2,800.00","2,750.00",Rs./Quintal,58.20,Metric Tonnes,12-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,36.40,Metric Tonnes,12-05-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,850.00","2,750.00",Rs./Quintal,14.40,Metric Tonnes,12-01-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,9.80,Metric Tonnes,11-12-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,39.00,Metric Tonnes,11-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,31.20,Metric Tonnes,11-05-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,50.00,Metric Tonnes,11-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,700.00","2,600.00",Rs./Quintal,25.60,Metric Tonnes,11-02-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,200.00",Rs./Quintal,22.80,Metric Tonnes,10-06-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,350.00","2,275.00",Rs./Quintal,61.40,Metric Tonnes,10-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,17.20,Metric Tonnes,09-12-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,17.80,Metric Tonnes,09-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,200.00",Rs./Quintal,32.00,Metric Tonnes,09-04-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,6.80,Metric Tonnes,09-01-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,450.00","2,570.00","2,510.00",Rs./Quintal,40.60,Metric Tonnes,08-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,200.00",Rs./Quintal,32.60,Metric Tonnes,08-06-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,350.00","2,225.00",Rs./Quintal,39.40,Metric Tonnes,08-04-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,700.00","2,750.00","2,725.00",Rs./Quintal,45.40,Metric Tonnes,07-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,21.20,Metric Tonnes,07-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,300.00","2,200.00",Rs./Quintal,37.20,Metric Tonnes,07-04-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,800.00","2,650.00",Rs./Quintal,10.00,Metric Tonnes,07-02-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,700.00","2,800.00","2,750.00",Rs./Quintal,19.80,Metric Tonnes,06-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,11.00,Metric Tonnes,06-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,350.00","2,225.00",Rs./Quintal,41.00,Metric Tonnes,06-04-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,900.00","2,725.00",Rs./Quintal,16.00,Metric Tonnes,06-02-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,56.80,Metric Tonnes,05-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,0.50,Metric Tonnes,05-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,350.00","2,275.00",Rs./Quintal,32.00,Metric Tonnes,05-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,750.00","2,675.00",Rs./Quintal,8.20,Metric Tonnes,05-01-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,650.00","2,650.00","2,650.00",Rs./Quintal,39.60,Metric Tonnes,04-08-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,37.00,Metric Tonnes,04-05-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,25.60,Metric Tonnes,04-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,18.40,Metric Tonnes,03-12-2025
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,20.20,Metric Tonnes,03-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,46.00,Metric Tonnes,03-06-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,300.00","2,200.00",Rs./Quintal,44.60,Metric Tonnes,03-04-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,48.80,Metric Tonnes,03-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,15.40,Metric Tonnes,02-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,59.20,Metric Tonnes,02-06-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,39.80,Metric Tonnes,02-03-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,24.40,Metric Tonnes,01-07-2026
Maharashtra,Ahilyanagar,Ahilyanagar APMC,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,300.00","2,200.00",Rs./Quintal,41.20,Metric Tonnes,01-04-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,0.30,Metric Tonnes,31-07-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,750.00","2,600.00",Rs./Quintal,2.20,Metric Tonnes,31-01-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,0.70,Metric Tonnes,31-01-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,650.00","2,550.00",Rs./Quintal,0.20,Metric Tonnes,30-12-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,0.40,Metric Tonnes,30-07-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,2.30,Metric Tonnes,30-06-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,4.00,Metric Tonnes,30-05-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,5.60,Metric Tonnes,30-04-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,900.00","2,700.00",Rs./Quintal,0.90,Metric Tonnes,30-01-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,0.30,Metric Tonnes,30-01-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,800.00","2,650.00",Rs./Quintal,0.60,Metric Tonnes,29-12-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,0.20,Metric Tonnes,29-12-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,1.60,Metric Tonnes,29-06-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,13.90,Metric Tonnes,29-05-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,625.00",Rs./Quintal,2.90,Metric Tonnes,28-07-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,1.50,Metric Tonnes,28-07-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,13.80,Metric Tonnes,28-05-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,14.20,Metric Tonnes,28-04-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,800.00","2,650.00",Rs./Quintal,2.30,Metric Tonnes,27-12-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,0.30,Metric Tonnes,27-12-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,600.00","2,525.00",Rs./Quintal,0.70,Metric Tonnes,27-11-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,0.20,Metric Tonnes,27-11-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,1.20,Metric Tonnes,27-07-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,11.90,Metric Tonnes,27-06-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,3.00,Metric Tonnes,27-04-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,625.00",Rs./Quintal,0.40,Metric Tonnes,27-03-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,9.20,Metric Tonnes,27-03-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,7.50,Metric Tonnes,27-02-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,500.00","2,700.00","2,600.00",Rs./Quintal,2.50,Metric Tonnes,27-01-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,0.60,Metric Tonnes,27-01-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,600.00","3,000.00","2,800.00",Rs./Quintal,0.80,Metric Tonnes,26-12-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,1.30,Metric Tonnes,26-12-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,6.30,Metric Tonnes,26-05-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,7.20,Metric Tonnes,26-02-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,600.00","2,525.00",Rs./Quintal,0.90,Metric Tonnes,25-11-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,0.30,Metric Tonnes,25-11-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,3.20,Metric Tonnes,25-06-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,3.40,Metric Tonnes,25-05-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,6.30,Metric Tonnes,25-04-2026
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,FAQ,"2,450.00","2,600.00","2,525.00",Rs./Quintal,0.60,Metric Tonnes,24-11-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,0.30,Metric Tonnes,24-11-2025
Maharashtra,Ahilyanagar,Jamkhed APMC,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,1.00,Metric Tonnes,24-07-2026
