date,price
2024-05-11,1791.32
2024-05-12,1826.47
2024-05-13,1712.45
2024-05-14,1909.15
2024-05-15,1743.63
2024-05-16,1545.75
2024-05-17,1783.04
2024-05-18,1803.09
2024-05-19,1817.46
2024-05-20,1765.09
2024-05-21,1591.12
2024-05-22,1862.13
2024-05-23,1703.58
2024-05-24,1800.32
2024-05-25,1880.42
2024-05-26,1779.28
2024-05-27,1759.52
2024-05-28,1755.16
2024-05-29,1692.31
2024-05-30,1812.73
2024-05-31,1899.23
2024-06-01,1808.97
2024-06-02,1855.18
2024-06-03,1701.61
2024-06-04,1760.1
2024-06-05,1792.58
2024-06-06,1831.2
2024-06-07,1762.84
2024-06-08,1720.74
2024-06-09,1873.38
2024-06-10,1770.8
2024-06-11,1717.29
2024-06-12,1725.15
2024-06-13,1794.25
2024-06-14,1810.37
2024-06-15,1840.81
2024-06-16,1842.9
2024-06-17,1851.26
2024-06-18,1924.77
2024-06-19,1778.41
2024-06-20,1850.92
2024-06-21,1787.04
2024-06-22,1837.34
2024-06-23,1865.46
2024-06-24,1863.03
2024-06-25,1730.52
2024-06-26,1928.18
2024-06-27,1818.62
2024-06-28,1973.45
2024-06-29,1918.65
2024-06-30,2008.63
2024-07-01,1813.44
2024-07-02,2008.68
2024-07-03,1863.17
2024-07-04,1716.81
2024-07-05,1777.17
2024-07-06,1846.22
2024-07-07,1835.94
2024-07-08,1795.87
2024-07-09,1725.31
2024-07-10,1743.81
2024-07-11,1878.33
2024-07-12,1832.98
2024-07-13,1858.03
2024-07-14,1834.16
2024-07-15,1776.45
2024-07-16,1854.23
2024-07-17,1924.35
2024-07-18,1872.3
2024-07-19,1770.56
2024-07-20,1763.22
2024-07-21,1769.79
2024-07-22,1710.72
2024-07-23,1737.74
2024-07-24,1679.98
2024-07-25,1877.28
2024-07-26,1840.58
2024-07-27,1822.22
2024-07-28,1687.04
2024-07-29,1776.61
2024-07-30,1713.88
2024-07-31,1763.47
2024-08-01,1796.95
2024-08-02,1748.61
2024-08-03,1913.55
2024-08-04,1884.62
2024-08-05,1808.16
2024-08-06,1663.76
2024-08-07,1804.65
2024-08-08,1899.52
2024-08-09,1642.99
2024-08-10,1963.44
2024-08-11,1718.55
2024-08-12,1743.42
2024-08-13,1825.81
2024-08-14,1764.93
2024-08-15,1840.1
2024-08-16,1820.62
2024-08-17,1894.57
2024-08-18,1604.93
2024-08-19,1739.24
2024-08-20,1970.45
2024-08-21,1818.26
2024-08-22,1809.52
2024-08-23,1731.75
2024-08-24,1663.55
2024-08-25,1840.76
2024-08-26,1811.74
2024-08-27,1744.92
2024-08-28,1865.72
2024-08-29,1862.18
2024-08-30,1787.72
2024-08-31,1852.51
2024-09-01,2185.42
2024-09-02,2242.54
2024-09-03,2344.13
2024-09-04,2429.21
2024-09-05,2292.39
2024-09-06,2407.55
2024-09-07,2385.43
2024-09-08,2322.83
2024-09-09,2523.04
2024-09-10,2345.91
2024-09-11,2311.4
2024-09-12,2209.0
2024-09-13,2356.75
2024-09-14,2418.52
2024-09-15,2340.99
2024-09-16,2382.14
2024-09-17,2443.46
2024-09-18,2152.55
2024-09-19,2428.5
2024-09-20,2252.66
2024-09-21,2398.32
2024-09-22,2443.92
2024-09-23,2411.68
2024-09-24,2331.41
2024-09-25,2443.15
2024-09-26,2418.5
2024-09-27,2344.14
2024-09-28,2407.35
2024-09-29,2129.24
2024-09-30,2241.6
2024-10-01,1028.92
2024-10-02,1044.17
2024-10-03,1023.38
2024-10-04,1189.24
2024-10-05,1103.84
2024-10-06,932.77
2024-10-07,954.75
2024-10-08,1111.35
2024-10-09,1044.22
2024-10-10,1126.71
2024-10-11,1125.96
2024-10-12,1101.09
2024-10-13,1321.99
2024-10-14,1112.37
2024-10-15,1024.32
2024-10-16,1065.0
2024-10-17,1083.86
2024-10-18,1016.12
2024-10-19,1199.17
2024-10-20,1007.94
2024-10-21,1049.26
2024-10-22,1096.05
2024-10-23,965.29
2024-10-24,939.97
2024-10-25,1144.55
2024-10-26,1059.46
2024-10-27,1070.63
2024-10-28,1071.24
2024-10-29,1127.04
2024-10-30,1025.7
2024-10-31,1170.68
2024-11-01,1083.45
2024-11-02,1074.03
2024-11-03,1024.3
2024-11-04,927.81
2024-11-05,1162.56
2024-11-06,975.27
2024-11-07,1027.53
2024-11-08,1153.52
2024-11-09,1137.37
2024-11-10,1194.92
2024-11-11,1239.39
2024-11-12,1080.26
2024-11-13,933.31
2024-11-14,1111.15
2024-11-15,1033.22
2024-11-16,1040.95
2024-11-17,1026.57
2024-11-18,1113.09
2024-11-19,1138.85
2024-11-20,1111.32
2024-11-21,1099.55
2024-11-22,1105.64
2024-11-23,1087.62
2024-11-24,1192.3
2024-11-25,1097.62
2024-11-26,1033.4
2024-11-27,978.94
2024-11-28,1273.14
2024-11-29,1151.12
2024-11-30,1174.61
2024-12-01,1862.23
2024-12-02,1831.35
2024-12-03,1739.25
2024-12-04,1939.68
2024-12-05,1856.04
2024-12-06,1709.31
2024-12-07,1848.1
2024-12-08,1909.4
2024-12-09,1773.92
2024-12-10,1787.98
2024-12-11,1585.63
2024-12-12,1814.38
2024-12-13,1785.49
2024-12-14,1798.32
2024-12-15,1766.44
2024-12-16,1803.16
2024-12-17,1888.57
2024-12-18,1860.24
2024-12-19,1675.71
2024-12-20,1726.55
2024-12-21,1768.95
2024-12-22,1686.09
2024-12-23,1767.72
2024-12-24,1832.46
2024-12-25,1831.4
2024-12-26,1842.85
2024-12-27,1885.87
2024-12-28,1967.19
2024-12-29,1824.96
2024-12-30,1794.33
2024-12-31,1797.66
2025-01-01,1719.77
2025-01-02,1732.04
2025-01-03,1755.76
2025-01-04,1802.91
2025-01-05,1732.86
2025-01-06,1756.37
2025-01-07,1779.67
2025-01-08,1855.62
2025-01-09,1878.89
2025-01-10,1826.63
2025-01-11,1790.06
2025-01-12,1655.3
2025-01-13,1723.58
2025-01-14,1932.14
2025-01-15,1833.31
2025-01-16,1900.79
2025-01-17,1782.85
2025-01-18,1788.9
2025-01-19,1909.85
2025-01-20,1771.8
2025-01-21,1850.71
2025-01-22,1786.58
2025-01-23,1759.88
2025-01-24,1922.3
2025-01-25,1973.83
2025-01-26,1861.76
2025-01-27,1803.38
2025-01-28,1867.08
2025-01-29,1889.24
2025-01-30,1701.98
2025-01-31,1845.48
2025-02-01,1962.32
2025-02-02,1866.5
2025-02-03,1780.46
2025-02-04,1831.09
2025-02-05,1742.49
2025-02-06,1822.86
2025-02-07,1866.71
2025-02-08,1767.5
2025-02-09,1771.56
2025-02-10,1818.85
2025-02-11,1799.63
2025-02-12,1690.91
2025-02-13,1667.29
2025-02-14,1865.18
2025-02-15,1827.16
2025-02-16,2004.92
2025-02-17,1741.05
2025-02-18,1761.38
2025-02-19,1822.23
2025-02-20,1721.55
2025-02-21,1731.84
2025-02-22,1816.14
2025-02-23,1868.28
2025-02-24,1739.15
2025-02-25,1775.03
2025-02-26,1745.79
2025-02-27,1648.22
2025-02-28,1762.0
2025-03-01,1704.99
2025-03-02,1721.46
2025-03-03,1714.81
2025-03-04,1702.39
2025-03-05,1788.93
2025-03-06,1800.99
2025-03-07,1880.26
2025-03-08,1834.37
2025-03-09,1968.91
2025-03-10,1618.23
2025-03-11,1935.16
2025-03-12,1887.24
2025-03-13,1821.11
2025-03-14,1746.7
2025-03-15,1850.72
2025-03-16,1779.96
2025-03-17,1826.56
2025-03-18,1820.68
2025-03-19,2050.37
2025-03-20,1819.51
2025-03-21,1843.16
2025-03-22,1725.86
2025-03-23,1614.35
2025-03-24,1784.01
2025-03-25,1789.77
2025-03-26,1829.52
2025-03-27,1794.14
2025-03-28,1782.12
2025-03-29,1681.28
2025-03-30,1758.38
2025-03-31,1736.94
2025-04-01,1812.65
2025-04-02,1851.26
2025-04-03,1966.46
2025-04-04,1820.59
2025-04-05,1828.23
2025-04-06,1701.13
2025-04-07,1936.61
2025-04-08,1868.33
2025-04-09,1876.48
2025-04-10,1780.43
2025-04-11,1739.86
2025-04-12,1706.74
2025-04-13,1755.96
2025-04-14,1875.41
2025-04-15,1737.35
2025-04-16,1876.35
2025-04-17,1829.18
2025-04-18,1822.46
2025-04-19,1899.86
2025-04-20,1710.13
2025-04-21,1734.83
2025-04-22,1745.9
2025-04-23,1827.15
2025-04-24,1684.07
2025-04-25,1786.9
2025-04-26,1720.89
2025-04-27,1797.81
2025-04-28,1902.08
2025-04-29,1672.04
2025-04-30,1919.1
2025-05-01,1829.66
2025-05-02,1792.09
2025-05-03,1819.26
2025-05-04,1864.35
2025-05-05,1826.59
2025-05-06,1776.66
2025-05-07,1813.86
2025-05-08,1675.56
2025-05-09,1947.52
2025-05-10,1899.01
2025-05-11,1789.02
2025-05-12,1966.69
2025-05-13,1785.19
2025-05-14,1771.84
2025-05-15,1911.62
2025-05-16,1921.28
2025-05-17,1785.33
2025-05-18,1699.37
2025-05-19,1798.33
2025-05-20,1917.45
2025-05-21,1764.49
2025-05-22,1969.6
2025-05-23,1698.31
2025-05-24,1944.38
2025-05-25,1767.51
2025-05-26,1863.06
2025-05-27,1914.76
2025-05-28,1790.68
2025-05-29,1815.03
2025-05-30,1787.8
2025-05-31,1720.15
2025-06-01,1806.25
2025-06-02,1880.7
2025-06-03,1935.46
2025-06-04,1778.44
2025-06-05,1750.81
2025-06-06,2070.23
2025-06-07,1776.9
2025-06-08,1819.66
2025-06-09,1755.17
2025-06-10,1819.12
2025-06-11,1795.45
2025-06-12,1646.47
2025-06-13,1929.91
2025-06-14,1841.06
2025-06-15,1972.97
2025-06-16,1838.0
2025-06-17,1745.59
2025-06-18,1821.76
2025-06-19,1791.95
2025-06-20,1691.59
2025-06-21,1760.64
2025-06-22,1803.04
2025-06-23,1743.94
2025-06-24,1812.03
2025-06-25,1781.42
2025-06-26,1836.28
2025-06-27,1783.28
2025-06-28,1723.97
2025-06-29,1905.57
2025-06-30,1883.77
2025-07-01,1865.26
2025-07-02,1840.64
2025-07-03,1829.81
2025-07-04,1745.91
2025-07-05,1915.19
2025-07-06,1823.29
2025-07-07,1866.73
2025-07-08,1804.87
2025-07-09,1803.41
2025-07-10,1902.56
2025-07-11,1869.95
2025-07-12,1764.19
2025-07-13,1821.82
2025-07-14,1787.03
2025-07-15,1776.02
2025-07-16,1814.09
2025-07-17,1810.93
2025-07-18,1890.77
2025-07-19,1783.11
2025-07-20,1817.73
2025-07-21,1749.51
2025-07-22,1782.43
2025-07-23,1753.28
2025-07-24,1762.17
2025-07-25,1642.5
2025-07-26,1688.04
2025-07-27,1895.84
2025-07-28,1793.07
2025-07-29,1754.32
2025-07-30,1707.13
2025-07-31,1690.29
2025-08-01,1814.27
2025-08-02,1777.08
2025-08-03,1860.95
2025-08-04,1842.36
2025-08-05,1815.56
2025-08-06,1786.96
2025-08-07,1682.91
2025-08-08,1722.07
2025-08-09,1696.84
2025-08-10,1807.0
2025-08-11,1671.64
2025-08-12,1794.75
2025-08-13,1812.25
2025-08-14,1718.67
2025-08-15,1930.96
2025-08-16,1900.18
2025-08-17,1913.92
2025-08-18,1878.36
2025-08-19,1778.78
2025-08-20,1756.07
2025-08-21,1883.57
2025-08-22,1854.86
2025-08-23,1743.79
2025-08-24,1759.82
2025-08-25,1783.04
2025-08-26,1797.73
2025-08-27,1902.49
2025-08-28,1735.09
2025-08-29,1824.67
2025-08-30,1834.35
2025-08-31,1827.08
2025-09-01,2337.17
2025-09-02,2437.43
2025-09-03,2485.89
2025-09-04,2445.33
2025-09-05,2274.79
2025-09-06,2398.7
2025-09-07,2256.63
2025-09-08,2299.69
2025-09-09,2376.19
2025-09-10,2390.82
2025-09-11,2302.68
2025-09-12,2286.62
2025-09-13,2317.09
2025-09-14,2269.9
2025-09-15,2455.43
2025-09-16,2340.1
2025-09-17,2316.94
2025-09-18,2318.95
2025-09-19,2429.37
2025-09-20,2345.0
2025-09-21,2387.28
2025-09-22,2328.57
2025-09-23,2357.88
2025-09-24,2379.34
2025-09-25,2405.36
2025-09-26,2341.55
2025-09-27,2407.86
2025-09-28,2312.51
2025-09-29,2369.25
2025-09-30,2311.02
2025-10-01,1042.3
2025-10-02,1107.74
2025-10-03,1022.54
2025-10-04,1120.54
2025-10-05,1148.6
2025-10-06,924.67
2025-10-07,1151.58
2025-10-08,1115.16
2025-10-09,921.75
2025-10-10,1103.69
2025-10-11,1065.15
2025-10-12,1115.19
2025-10-13,1081.0
2025-10-14,1155.1
2025-10-15,1065.64
2025-10-16,1083.59
2025-10-17,1077.96
2025-10-18,1191.16
2025-10-19,1040.99
2025-10-20,1282.45
2025-10-21,963.06
2025-10-22,1116.5
2025-10-23,1123.4
2025-10-24,1098.9
2025-10-25,1060.5
2025-10-26,1046.54
2025-10-27,1146.48
2025-10-28,1027.45
2025-10-29,999.57
2025-10-30,1206.4
2025-10-31,1064.55
2025-11-01,1138.38
2025-11-02,1127.96
2025-11-03,1056.23
2025-11-04,913.34
2025-11-05,1003.07
2025-11-06,1105.39
2025-11-07,1065.31
2025-11-08,1072.16
2025-11-09,1067.45
2025-11-10,1047.25
2025-11-11,1130.41
2025-11-12,1139.81
2025-11-13,1041.45
2025-11-14,1022.42
2025-11-15,1066.23
2025-11-16,1117.66
2025-11-17,1055.69
2025-11-18,1099.28
2025-11-19,1140.35
2025-11-20,1177.53
2025-11-21,1128.3
2025-11-22,1255.47
2025-11-23,1109.84
2025-11-24,1007.84
2025-11-25,937.42
2025-11-26,1026.58
2025-11-27,931.27
2025-11-28,1082.0
2025-11-29,1166.94
2025-11-30,1031.09
2025-12-01,1898.39
2025-12-02,1894.71
2025-12-03,1738.25
2025-12-04,1839.01
2025-12-05,1880.26
2025-12-06,1749.71
2025-12-07,1707.01
2025-12-08,1817.74
2025-12-09,1774.12
2025-12-10,1711.73
2025-12-11,1758.3
2025-12-12,1810.24
2025-12-13,1888.42
2025-12-14,1820.58
2025-12-15,1915.96
2025-12-16,1834.12
2025-12-17,1819.36
2025-12-18,1849.58
2025-12-19,1877.16
2025-12-20,1664.94
2025-12-21,1900.39
2025-12-22,1797.98
2025-12-23,1878.41
2025-12-24,1761.45
2025-12-25,1874.92
2025-12-26,1866.43
2025-12-27,1814.26
2025-12-28,1828.05
2025-12-29,1828.32
2025-12-30,1801.63
2025-12-31,1822.19
2026-01-01,1762.19
2026-01-02,1796.65
2026-01-03,1835.98
2026-01-04,1870.51
2026-01-05,1774.72
2026-01-06,1722.8
2026-01-07,1842.89
2026-01-08,1876.57
2026-01-09,1707.66
2026-01-10,1727.3
2026-01-11,1717.69
2026-01-12,1659.26
2026-01-13,1721.76
2026-01-14,1866.8
2026-01-15,1708.16
2026-01-16,1705.76
2026-01-17,1719.14
2026-01-18,1829.45
2026-01-19,1568.14
2026-01-20,1837.6
2026-01-21,1831.35
2026-01-22,1897.07
2026-01-23,1637.45
2026-01-24,1902.47
2026-01-25,1896.78
2026-01-26,1830.17
2026-01-27,1731.25
2026-01-28,1740.59
2026-01-29,1735.01
2026-01-30,1700.47
2026-01-31,1903.06
2026-02-01,1953.14
2026-02-02,1834.09
2026-02-03,1745.14
2026-02-04,1701.61
2026-02-05,1754.77
2026-02-06,1747.06
2026-02-07,1686.23
2026-02-08,1803.93
2026-02-09,1745.18
2026-02-10,1863.68
2026-02-11,1722.43
2026-02-12,1724.73
2026-02-13,1789.01
2026-02-14,1815.83
2026-02-15,1876.6
2026-02-16,1631.56
2026-02-17,1756.09
2026-02-18,1850.4
2026-02-19,1764.33
2026-02-20,1752.64
2026-02-21,1808.75
2026-02-22,1788.41
2026-02-23,1868.76
2026-02-24,1831.96
2026-02-25,1802.5
2026-02-26,1866.28
2026-02-27,1821.71
2026-02-28,1765.99
2026-03-01,1700.03
2026-03-02,1779.4
2026-03-03,1699.89
2026-03-04,1719.19
2026-03-05,1805.25
2026-03-06,1970.98
2026-03-07,1722.47
2026-03-08,1887.99
2026-03-09,1875.71
2026-03-10,1761.63
2026-03-11,1914.24
2026-03-12,1802.13
2026-03-13,1895.91
2026-03-14,1903.64
2026-03-15,1744.82
2026-03-16,1635.36
2026-03-17,1797.64
2026-03-18,1891.38
2026-03-19,1899.51
2026-03-20,2008.37
2026-03-21,1764.27
2026-03-22,1896.6
2026-03-23,1803.12
2026-03-24,1751.24
2026-03-25,1712.34
2026-03-26,1891.82
2026-03-27,1863.51
2026-03-28,1702.68
2026-03-29,1769.48
2026-03-30,1730.34
2026-03-31,1782.97
2026-04-01,1672.22
2026-04-02,1857.88
2026-04-03,1931.17
2026-04-04,1878.51
2026-04-05,1855.38
2026-04-06,1831.29
2026-04-07,1771.69
2026-04-08,1714.33
2026-04-09,1823.24
2026-04-10,1798.1
2026-04-11,1773.44
2026-04-12,1843.18
2026-04-13,1877.19
2026-04-14,1923.51
2026-04-15,1801.11
2026-04-16,1673.52
2026-04-17,1818.8
2026-04-18,1679.88
2026-04-19,1911.36
2026-04-20,1776.19
2026-04-21,1814.45
2026-04-22,1741.96
2026-04-23,1674.68
2026-04-24,1656.09
2026-04-25,1727.12
2026-04-26,1618.64
2026-04-27,1708.35
2026-04-28,1705.31
2026-04-29,1765.65
2026-04-30,1902.42
2026-05-01,1811.9
2026-05-02,1648.69
2026-05-03,1937.84
2026-05-04,1721.26
2026-05-05,1841.69
2026-05-06,1792.36
2026-05-07,1786.44
2026-05-08,1669.44
2026-05-09,1858.79
2026-05-10,1892.78
2026-05-11,1824.56
2026-05-12,1825.83
2026-05-13,1749.69
2026-05-14,1831.52
2026-05-15,1767.38
2026-05-16,1914.39
2026-05-17,1785.2
2026-05-18,1738.48
2026-05-19,1717.25
2026-05-20,1850.91
2026-05-21,1731.68
2026-05-22,1778.46
2026-05-23,1802.1
2026-05-24,1688.12
2026-05-25,1720.89
2026-05-26,1754.22
2026-05-27,1824.1
2026-05-28,1719.09
2026-05-29,1835.55
2026-05-30,1935.6
2026-05-31,1892.76
2026-06-01,1731.42
2026-06-02,1811.8
2026-06-03,1574.74
2026-06-04,1700.21
2026-06-05,1832.38
2026-06-06,1823.44
2026-06-07,1799.53
2026-06-08,1796.06
2026-06-09,1870.74
2026-06-10,1889.85
2026-06-11,1949.69
2026-06-12,1854.73
2026-06-13,1825.64
2026-06-14,1793.75
2026-06-15,1668.4
2026-06-16,1810.72
2026-06-17,1803.29
2026-06-18,1877.39
2026-06-19,1719.25
2026-06-20,1940.95
2026-06-21,1735.02
2026-06-22,1731.91
2026-06-23,1908.46
2026-06-24,1743.95
2026-06-25,1873.05
2026-06-26,1779.57
2026-06-27,1905.71
2026-06-28,1886.99
2026-06-29,1718.81
2026-06-30,1781.37
2026-07-01,1794.43
2026-07-02,1718.72
2026-07-03,1833.92
2026-07-04,1680.13
2026-07-05,1892.49
2026-07-06,1877.28
2026-07-07,1844.89
2026-07-08,1898.22
2026-07-09,1826.59
2026-07-10,1817.93
2026-07-11,1791.54
2026-07-12,1774.3
2026-07-13,1793.48
2026-07-14,1742.52
2026-07-15,1698.48
2026-07-16,1866.31
2026-07-17,1751.98
2026-07-18,1739.06
2026-07-19,1731.95
2026-07-20,1683.67
2026-07-21,1887.04
2026-07-22,1939.99
2026-07-23,1902.39
2026-07-24,1930.08
2026-07-25,1798.84
2026-07-26,1830.31
2026-07-27,1927.72
2026-07-28,1832.17
2026-07-29,1877.12
2026-07-30,1784.42
2026-07-31,1894.02
2026-08-01,1925.33
2026-08-02,1741.67
2026-08-03,1814.14
2026-08-04,1824.38
2026-08-05,1704.1
2026-08-06,1792.97
2026-08-07,1896.08
2026-08-08,1796.51
2026-08-09,1761.04
2026-08-10,1768.19
2026-08-11,1784.0
2026-08-12,1657.19
2026-08-13,1884.63
2026-08-14,1891.98
2026-08-15,1824.65
2026-08-16,1845.33
2026-08-17,1739.27
2026-08-18,1874.66
2026-08-19,1843.66
2026-08-20,1791.98
2026-08-21,1851.46
