date,price
2023-12-03,2345.61
2023-12-04,2325.16
2023-12-05,2341.27
2023-12-06,2295.78
2023-12-07,2359.94
2023-12-08,2327.96
2023-12-09,2399.52
2023-12-10,2287.92
2023-12-11,2392.54
2023-12-12,2360.86
2023-12-13,2263.2
2023-12-14,2381.5
2023-12-15,2227.76
2023-12-16,2317.36
2023-12-17,2284.2
2023-12-18,2219.05
2023-12-19,2301.04
2023-12-20,2275.77
2023-12-21,2373.95
2023-12-22,2285.76
2023-12-23,2314.26
2023-12-24,2307.82
2023-12-25,2336.4
2023-12-26,2366.26
2023-12-27,2349.44
2023-12-28,2334.14
2023-12-29,2265.71
2023-12-30,2352.9
2023-12-31,2294.18
2024-01-01,2390.89
2024-01-02,2227.07
2024-01-03,2241.81
2024-01-04,2371.31
2024-01-05,2324.9
2024-01-06,2387.55
2024-01-07,2339.81
2024-01-08,2278.05
2024-01-09,2243.17
2024-01-10,2352.75
2024-01-11,2353.75
2024-01-12,2286.53
2024-01-13,2298.37
2024-01-14,2351.49
2024-01-15,2353.17
2024-01-16,2280.09
2024-01-17,2360.73
2024-01-18,2208.92
2024-01-19,2232.44
2024-01-20,2299.3
2024-01-21,2403.76
2024-01-22,2397.67
2024-01-23,2324.33
2024-01-24,2346.12
2024-01-25,2273.58
2024-01-26,2302.15
2024-01-27,2397.09
2024-01-28,2350.63
2024-01-29,2260.05
2024-01-30,2339.04
2024-01-31,2316.68
2024-02-01,2325.97
2024-02-02,2426.75
2024-02-03,2314.52
2024-02-04,2179.85
2024-02-05,2239.85
2024-02-06,2298.77
2024-02-07,2244.17
2024-02-08,2241.63
2024-02-09,2305.76
2024-02-10,2243.91
2024-02-11,2261.8
2024-02-12,2320.42
2024-02-13,2259.83
2024-02-14,2239.17
2024-02-15,2301.36
2024-02-16,2323.83
2024-02-17,2300.7
2024-02-18,2292.35
2024-02-19,2261.58
2024-02-20,2329.58
2024-02-21,2198.89
2024-02-22,2328.5
2024-02-23,2291.61
2024-02-24,2216.14
2024-02-25,2283.47
2024-02-26,2327.54
2024-02-27,2322.88
2024-02-28,2284.22
2024-02-29,2316.19
2024-03-01,3027.38
2024-03-02,2912.38
2024-03-03,2900.34
2024-03-04,3016.95
2024-03-05,3056.05
2024-03-06,2933.09
2024-03-07,3081.46
2024-03-08,3058.06
2024-03-09,3075.8
2024-03-10,2948.69
2024-03-11,2977.14
2024-03-12,3025.57
2024-03-13,2988.03
2024-03-14,3021.84
2024-03-15,2949.19
2024-03-16,2998.15
2024-03-17,2908.03
2024-03-18,3008.86
2024-03-19,3016.89
2024-03-20,2937.81
2024-03-21,3041.92
2024-03-22,2976.67
2024-03-23,3002.47
2024-03-24,3053.41
2024-03-25,2929.29
2024-03-26,3067.93
2024-03-27,2961.29
2024-03-28,3006.56
2024-03-29,3073.24
2024-03-30,3043.39
2024-03-31,3050.43
2024-04-01,1400.64
2024-04-02,1379.8
2024-04-03,1436.69
2024-04-04,1382.31
2024-04-05,1361.36
2024-04-06,1420.01
2024-04-07,1342.22
2024-04-08,1286.0
2024-04-09,1438.29
2024-04-10,1469.31
2024-04-11,1293.91
2024-04-12,1395.67
2024-04-13,1387.17
2024-04-14,1283.99
2024-04-15,1403.22
2024-04-16,1443.65
2024-04-17,1295.87
2024-04-18,1448.63
2024-04-19,1397.31
2024-04-20,1326.6
2024-04-21,1374.79
2024-04-22,1295.17
2024-04-23,1331.93
2024-04-24,1348.72
2024-04-25,1254.26
2024-04-26,1372.2
2024-04-27,1410.55
2024-04-28,1392.83
2024-04-29,1459.62
2024-04-30,1487.31
2024-05-01,1348.74
2024-05-02,1359.81
2024-05-03,1273.24
2024-05-04,1357.33
2024-05-05,1336.12
2024-05-06,1314.62
2024-05-07,1358.88
2024-05-08,1390.67
2024-05-09,1414.18
2024-05-10,1328.48
2024-05-11,1325.86
2024-05-12,1439.29
2024-05-13,1392.95
2024-05-14,1363.56
2024-05-15,1352.63
2024-05-16,1342.84
2024-05-17,1447.56
2024-05-18,1421.81
2024-05-19,1334.54
2024-05-20,1328.09
2024-05-21,1423.84
2024-05-22,1455.01
2024-05-23,1283.42
2024-05-24,1387.99
2024-05-25,1368.44
2024-05-26,1343.84
2024-05-27,1342.44
2024-05-28,1441.35
2024-05-29,1314.64
2024-05-30,1387.05
2024-05-31,1312.34
2024-06-01,2330.72
2024-06-02,2325.93
2024-06-03,2277.72
2024-06-04,2300.51
2024-06-05,2240.25
2024-06-06,2289.26
2024-06-07,2275.29
2024-06-08,2331.93
2024-06-09,2243.32
2024-06-10,2268.47
2024-06-11,2385.58
2024-06-12,2269.62
2024-06-13,2346.8
2024-06-14,2341.14
2024-06-15,2246.25
2024-06-16,2195.82
2024-06-17,2260.8
2024-06-18,2245.05
2024-06-19,2291.11
2024-06-20,2233.83
2024-06-21,2361.42
2024-06-22,2243.71
2024-06-23,2356.89
2024-06-24,2275.54
2024-06-25,2329.7
2024-06-26,2385.89
2024-06-27,2284.83
2024-06-28,2288.26
2024-06-29,2247.74
2024-06-30,2360.87
2024-07-01,2380.35
2024-07-02,2317.54
2024-07-03,2238.03
2024-07-04,2365.11
2024-07-05,2257.24
2024-07-06,2334.12
2024-07-07,2320.44
2024-07-08,2267.85
2024-07-09,2311.47
2024-07-10,2318.01
2024-07-11,2249.11
2024-07-12,2316.36
2024-07-13,2316.3
2024-07-14,2237.85
2024-07-15,2188.69
2024-07-16,2258.02
2024-07-17,2241.86
2024-07-18,2303.37
2024-07-19,2373.42
2024-07-20,2321.96
2024-07-21,2377.52
2024-07-22,2336.94
2024-07-23,2309.72
2024-07-24,2210.17
2024-07-25,2307.92
2024-07-26,2339.54
2024-07-27,2366.52
2024-07-28,2261.97
2024-07-29,2276.58
2024-07-30,2279.09
2024-07-31,2278.29
2024-08-01,2291.08
2024-08-02,2303.93
2024-08-03,2217.73
2024-08-04,2221.16
2024-08-05,2369.59
2024-08-06,2275.12
2024-08-07,2285.67
2024-08-08,2266.01
2024-08-09,2273.16
2024-08-10,2301.34
2024-08-11,2352.05
2024-08-12,2336.22
2024-08-13,2281.9
2024-08-14,2279.39
2024-08-15,2325.02
2024-08-16,2168.78
2024-08-17,2179.44
2024-08-18,2315.19
2024-08-19,2267.81
2024-08-20,2255.25
2024-08-21,2236.56
2024-08-22,2379.37
2024-08-23,2271.16
2024-08-24,2288.08
2024-08-25,2265.91
2024-08-26,2205.45
2024-08-27,2298.51
2024-08-28,2301.35
2024-08-29,2274.28
2024-08-30,2377.7
2024-08-31,2309.34
2024-09-01,2319.82
2024-09-02,2369.68
2024-09-03,2358.69
2024-09-04,2303.41
2024-09-05,2322.16
2024-09-06,2369.87
2024-09-07,2210.83
2024-09-08,2305.26
2024-09-09,2287.13
2024-09-10,2328.98
2024-09-11,2355.74
2024-09-12,2284.57
2024-09-13,2318.32
2024-09-14,2336.38
2024-09-15,2256.03
2024-09-16,2255.17
2024-09-17,2304.57
2024-09-18,2388.42
2024-09-19,2314.7
2024-09-20,2207.03
2024-09-21,2299.35
2024-09-22,2319.72
2024-09-23,2367.69
2024-09-24,2310.66
2024-09-25,2347.36
2024-09-26,2325.39
2024-09-27,2252.03
2024-09-28,2234.2
2024-09-29,2379.43
2024-09-30,2183.5
2024-10-01,2274.28
2024-10-02,2259.58
2024-10-03,2245.33
2024-10-04,2304.59
2024-10-05,2322.39
2024-10-06,2321.56
2024-10-07,2329.15
2024-10-08,2262.15
2024-10-09,2279.4
2024-10-10,2254.64
2024-10-11,2258.76
2024-10-12,2340.62
2024-10-13,2286.06
2024-10-14,2268.16
2024-10-15,2274.29
2024-10-16,2257.68
2024-10-17,2355.15
2024-10-18,2249.99
2024-10-19,2266.28
2024-10-20,2246.8
2024-10-21,2317.93
2024-10-22,2311.4
2024-10-23,2256.88
2024-10-24,2258.75
2024-10-25,2297.29
2024-10-26,2373.61
2024-10-27,2304.91
2024-10-28,2305.24
2024-10-29,2226.02
2024-10-30,2362.66
2024-10-31,2294.16
2024-11-01,2301.35
2024-11-02,2265.05
2024-11-03,2411.89
2024-11-04,2355.88
2024-11-05,2344.08
2024-11-06,2276.31
2024-11-07,2257.67
2024-11-08,2290.38
2024-11-09,2351.06
2024-11-10,2253.6
2024-11-11,2339.62
2024-11-12,2303.65
2024-11-13,2353.53
2024-11-14,2293.3
2024-11-15,2190.01
2024-11-16,2331.19
2024-11-17,2156.94
2024-11-18,2322.96
2024-11-19,2304.41
2024-11-20,2377.06
2024-11-21,2339.41
2024-11-22,2286.54
2024-11-23,2330.28
2024-11-24,2297.65
2024-11-25,2306.62
2024-11-26,2307.93
2024-11-27,2291.42
2024-11-28,2286.62
2024-11-29,2267.39
2024-11-30,2306.28
2024-12-01,2317.73
2024-12-02,2284.64
2024-12-03,2255.99
2024-12-04,2289.96
2024-12-05,2323.31
2024-12-06,2332.58
2024-12-07,2233.27
2024-12-08,2318.48
2024-12-09,2318.65
2024-12-10,2311.71
2024-12-11,2250.19
2024-12-12,2351.52
2024-12-13,2295.33
2024-12-14,2268.53
2024-12-15,2347.48
2024-12-16,2244.75
2024-12-17,2359.17
2024-12-18,2360.64
2024-12-19,2297.2
2024-12-20,2306.48
2024-12-21,2295.77
2024-12-22,2291.6
2024-12-23,2262.62
2024-12-24,2323.86
2024-12-25,2235.08
2024-12-26,2354.75
2024-12-27,2247.05
2024-12-28,2378.2
2024-12-29,2269.67
2024-12-30,2297.82
2024-12-31,2382.66
2025-01-01,2341.64
2025-01-02,2405.38
2025-01-03,2311.55
2025-01-04,2327.79
2025-01-05,2346.14
2025-01-06,2281.56
2025-01-07,2290.55
2025-01-08,2373.54
2025-01-09,2354.26
2025-01-10,2302.98
2025-01-11,2205.22
2025-01-12,2275.22
2025-01-13,2214.56
2025-01-14,2279.0
2025-01-15,2293.27
2025-01-16,2402.06
2025-01-17,2251.87
2025-01-18,2317.35
2025-01-19,2319.24
2025-01-20,2344.29
2025-01-21,2216.35
2025-01-22,2306.93
2025-01-23,2300.83
2025-01-24,2273.13
2025-01-25,2216.97
2025-01-26,2278.13
2025-01-27,2378.75
2025-01-28,2267.48
2025-01-29,2291.81
2025-01-30,2406.22
2025-01-31,2216.57
2025-02-01,2379.0
2025-02-02,2292.48
2025-02-03,2347.79
2025-02-04,2239.54
2025-02-05,2139.97
2025-02-06,2323.27
2025-02-07,2357.53
2025-02-08,2425.08
2025-02-09,2306.22
2025-02-10,2256.87
2025-02-11,2265.23
2025-02-12,2360.31
2025-02-13,2337.23
2025-02-14,2255.02
2025-02-15,2357.17
2025-02-16,2255.31
2025-02-17,2302.92
2025-02-18,2311.59
2025-02-19,2277.15
2025-02-20,2179.94
2025-02-21,2279.54
2025-02-22,2287.99
2025-02-23,2302.53
2025-02-24,2306.74
2025-02-25,2320.84
2025-02-26,2276.57
2025-02-27,2298.63
2025-02-28,2317.85
2025-03-01,2980.09
2025-03-02,2992.6
2025-03-03,3018.64
2025-03-04,3000.05
2025-03-05,3017.33
2025-03-06,2991.24
2025-03-07,3004.9
2025-03-08,2985.0
2025-03-09,3043.92
2025-03-10,3068.56
2025-03-11,2880.76
2025-03-12,2981.04
2025-03-13,3022.62
2025-03-14,2954.35
2025-03-15,2926.91
2025-03-16,2931.44
2025-03-17,3020.08
2025-03-18,3024.48
2025-03-19,2934.84
2025-03-20,2974.92
2025-03-21,2947.57
2025-03-22,2964.85
2025-03-23,2958.77
2025-03-24,2937.85
2025-03-25,2980.84
2025-03-26,2980.33
2025-03-27,2954.88
2025-03-28,2969.59
2025-03-29,2949.89
2025-03-30,2953.93
2025-03-31,2880.46
2025-04-01,1370.79
2025-04-02,1366.27
2025-04-03,1371.89
2025-04-04,1432.36
2025-04-05,1425.26
2025-04-06,1315.0
2025-04-07,1405.68
2025-04-08,1462.66
2025-04-09,1358.38
2025-04-10,1313.56
2025-04-11,1414.54
2025-04-12,1371.43
2025-04-13,1403.83
2025-04-14,1403.98
2025-04-15,1415.07
2025-04-16,1396.02
2025-04-17,1355.12
2025-04-18,1341.14
2025-04-19,1335.22
2025-04-20,1384.5
2025-04-21,1391.32
2025-04-22,1483.26
2025-04-23,1324.28
2025-04-24,1396.73
2025-04-25,1516.8
2025-04-26,1391.14
2025-04-27,1337.37
2025-04-28,1381.12
2025-04-29,1280.01
2025-04-30,1381.41
2025-05-01,1417.29
2025-05-02,1423.41
2025-05-03,1421.17
2025-05-04,1335.53
2025-05-05,1342.24
2025-05-06,1407.68
2025-05-07,1310.19
2025-05-08,1273.82
2025-05-09,1384.21
2025-05-10,1345.12
2025-05-11,1399.5
2025-05-12,1375.61
2025-05-13,1352.55
2025-05-14,1469.31
2025-05-15,1262.93
2025-05-16,1380.16
2025-05-17,1380.06
2025-05-18,1378.05
2025-05-19,1443.22
2025-05-20,1331.11
2025-05-21,1401.36
2025-05-22,1448.04
2025-05-23,1362.89
2025-05-24,1405.55
2025-05-25,1420.95
2025-05-26,1389.62
2025-05-27,1256.63
2025-05-28,1389.27
2025-05-29,1368.2
2025-05-30,1367.26
2025-05-31,1449.79
2025-06-01,2293.31
2025-06-02,2332.51
2025-06-03,2235.29
2025-06-04,2294.66
2025-06-05,2261.42
2025-06-06,2274.86
2025-06-07,2270.44
2025-06-08,2290.07
2025-06-09,2278.52
2025-06-10,2244.5
2025-06-11,2260.09
2025-06-12,2294.47
2025-06-13,2302.4
2025-06-14,2355.01
2025-06-15,2322.24
2025-06-16,2346.08
2025-06-17,2347.39
2025-06-18,2283.85
2025-06-19,2221.24
2025-06-20,2344.86
2025-06-21,2307.25
2025-06-22,2244.42
2025-06-23,2233.56
2025-06-24,2277.89
2025-06-25,2360.91
2025-06-26,2365.99
2025-06-27,2376.91
2025-06-28,2252.55
2025-06-29,2315.19
2025-06-30,2306.9
2025-07-01,2331.62
2025-07-02,2270.95
2025-07-03,2252.31
2025-07-04,2323.43
2025-07-05,2290.09
2025-07-06,2386.48
2025-07-07,2353.03
2025-07-08,2384.62
2025-07-09,2251.79
2025-07-10,2361.73
2025-07-11,2378.5
2025-07-12,2425.22
2025-07-13,2335.37
2025-07-14,2344.54
2025-07-15,2240.84
2025-07-16,2206.01
2025-07-17,2223.62
2025-07-18,2337.7
2025-07-19,2304.91
2025-07-20,2235.7
2025-07-21,2224.69
2025-07-22,2248.26
2025-07-23,2274.64
2025-07-24,2266.03
2025-07-25,2313.42
2025-07-26,2262.81
2025-07-27,2273.55
2025-07-28,2354.07
2025-07-29,2332.94
2025-07-30,2226.1
2025-07-31,2271.08
2025-08-01,2267.35
2025-08-02,2399.76
2025-08-03,2345.33
2025-08-04,2331.67
2025-08-05,2262.8
2025-08-06,2240.98
2025-08-07,2211.27
2025-08-08,2239.41
2025-08-09,2347.51
2025-08-10,2352.13
2025-08-11,2352.24
2025-08-12,2330.26
2025-08-13,2317.0
2025-08-14,2339.06
2025-08-15,2310.88
2025-08-16,2335.47
2025-08-17,2326.33
2025-08-18,2252.17
2025-08-19,2307.94
2025-08-20,2239.02
2025-08-21,2245.18
2025-08-22,2231.16
2025-08-23,2398.13
2025-08-24,2246.16
2025-08-25,2268.62
2025-08-26,2203.23
2025-08-27,2261.79
2025-08-28,2356.13
2025-08-29,2259.37
2025-08-30,2300.85
2025-08-31,2303.15
2025-09-01,2388.55
2025-09-02,2193.24
2025-09-03,2337.38
2025-09-04,2325.72
2025-09-05,2337.2
2025-09-06,2248.32
2025-09-07,2247.56
2025-09-08,2267.73
2025-09-09,2243.42
2025-09-10,2312.17
2025-09-11,2367.53
2025-09-12,2235.0
2025-09-13,2219.32
2025-09-14,2299.35
2025-09-15,2315.08
2025-09-16,2298.7
2025-09-17,2324.35
2025-09-18,2301.29
2025-09-19,2370.1
2025-09-20,2280.07
2025-09-21,2331.78
2025-09-22,2332.89
2025-09-23,2284.06
2025-09-24,2361.54
2025-09-25,2348.71
2025-09-26,2244.44
2025-09-27,2410.03
2025-09-28,2352.8
2025-09-29,2194.86
2025-09-30,2327.02
2025-10-01,2396.34
2025-10-02,2286.5
2025-10-03,2305.44
2025-10-04,2272.72
2025-10-05,2301.86
2025-10-06,2347.7
2025-10-07,2255.15
2025-10-08,2348.9
2025-10-09,2280.39
2025-10-10,2327.02
2025-10-11,2326.79
2025-10-12,2343.23
2025-10-13,2293.32
2025-10-14,2308.24
2025-10-15,2217.15
2025-10-16,2325.52
2025-10-17,2262.73
2025-10-18,2250.94
2025-10-19,2345.38
2025-10-20,2313.02
2025-10-21,2316.72
2025-10-22,2318.21
2025-10-23,2307.74
2025-10-24,2273.79
2025-10-25,2306.13
2025-10-26,2249.08
2025-10-27,2310.47
2025-10-28,2272.03
2025-10-29,2283.03
2025-10-30,2289.4
2025-10-31,2322.58
2025-11-01,2204.23
2025-11-02,2364.86
2025-11-03,2209.94
2025-11-04,2215.46
2025-11-05,2430.73
2025-11-06,2303.79
2025-11-07,2245.5
2025-11-08,2267.54
2025-11-09,2279.6
2025-11-10,2298.71
2025-11-11,2257.14
2025-11-12,2359.87
2025-11-13,2388.25
2025-11-14,2297.03
2025-11-15,2348.76
2025-11-16,2217.62
2025-11-17,2301.43
2025-11-18,2286.0
2025-11-19,2332.46
2025-11-20,2393.0
2025-11-21,2243.3
2025-11-22,2212.8
2025-11-23,2305.85
2025-11-24,2285.56
2025-11-25,2255.55
2025-11-26,2287.51
2025-11-27,2307.58
2025-11-28,2264.94
2025-11-29,2284.07
2025-11-30,2331.43
2025-12-01,2371.76
2025-12-02,2381.08
2025-12-03,2279.13
2025-12-04,2302.24
2025-12-05,2254.98
2025-12-06,2325.67
2025-12-07,2307.31
2025-12-08,2272.24
2025-12-09,2343.3
2025-12-10,2322.34
2025-12-11,2235.0
2025-12-12,2282.39
2025-12-13,2373.24
2025-12-14,2287.01
2025-12-15,2319.0
2025-12-16,2318.51
2025-12-17,2282.16
2025-12-18,2342.59
2025-12-19,2332.55
2025-12-20,2248.65
2025-12-21,2271.4
2025-12-22,2278.42
2025-12-23,2390.14
2025-12-24,2250.99
2025-12-25,2308.21
2025-12-26,2358.59
2025-12-27,2264.21
2025-12-28,2349.18
2025-12-29,2262.57
2025-12-30,2204.64
2025-12-31,2310.28
2026-01-01,2305.87
2026-01-02,2216.24
2026-01-03,2300.41
2026-01-04,2329.37
2026-01-05,2282.58
2026-01-06,2198.54
2026-01-07,2206.84
2026-01-08,2368.64
2026-01-09,2338.71
2026-01-10,2217.36
2026-01-11,2246.5
2026-01-12,2283.59
2026-01-13,2200.63
2026-01-14,2311.23
2026-01-15,2325.75
2026-01-16,2315.67
2026-01-17,2298.03
2026-01-18,2440.11
2026-01-19,2221.84
2026-01-20,2239.32
2026-01-21,2306.96
2026-01-22,2229.5
2026-01-23,2291.35
2026-01-24,2315.83
2026-01-25,2284.98
2026-01-26,2291.45
2026-01-27,2372.92
2026-01-28,2329.98
2026-01-29,2252.11
2026-01-30,2167.84
2026-01-31,2240.56
2026-02-01,2408.37
2026-02-02,2261.15
2026-02-03,2319.89
2026-02-04,2241.72
2026-02-05,2331.59
2026-02-06,2332.77
2026-02-07,2344.84
2026-02-08,2310.76
2026-02-09,2379.47
2026-02-10,2258.64
2026-02-11,2344.62
2026-02-12,2342.28
2026-02-13,2265.09
2026-02-14,2311.8
2026-02-15,2330.8
2026-02-16,2384.88
2026-02-17,2345.88
2026-02-18,2279.0
2026-02-19,2305.5
2026-02-20,2309.52
2026-02-21,2276.2
2026-02-22,2281.17
2026-02-23,2288.84
2026-02-24,2283.61
2026-02-25,2302.54
2026-02-26,2290.55
2026-02-27,2352.75
2026-02-28,2250.34
2026-03-01,2958.47
2026-03-02,2983.31
2026-03-03,3024.01
2026-03-04,3008.32
2026-03-05,3033.89
2026-03-06,2971.92
2026-03-07,2973.02
2026-03-08,3061.36
2026-03-09,2949.75
2026-03-10,3028.43
2026-03-11,2953.83
2026-03-12,2942.75
2026-03-13,2985.05
2026-03-14,2992.6
2026-03-15,2968.39
2026-03-16,2855.97
2026-03-17,2948.06
2026-03-18,2942.39
2026-03-19,3012.82
2026-03-20,2958.34
2026-03-21,3030.64
2026-03-22,2980.93
2026-03-23,3015.52
2026-03-24,2956.27
2026-03-25,3040.15
2026-03-26,3018.59
2026-03-27,3040.25
2026-03-28,2897.6
2026-03-29,2971.67
2026-03-30,2961.8
2026-03-31,2990.42
2026-04-01,1366.01
2026-04-02,1401.88
2026-04-03,1332.47
2026-04-04,1359.47
2026-04-05,1379.08
2026-04-06,1323.03
2026-04-07,1312.64
2026-04-08,1369.32
2026-04-09,1365.27
2026-04-10,1345.57
2026-04-11,1412.8
2026-04-12,1406.71
2026-04-13,1444.25
2026-04-14,1338.09
2026-04-15,1425.51
2026-04-16,1376.23
2026-04-17,1513.22
2026-04-18,1324.59
2026-04-19,1342.56
2026-04-20,1450.11
2026-04-21,1428.79
2026-04-22,1371.37
2026-04-23,1383.06
2026-04-24,1389.16
2026-04-25,1302.95
2026-04-26,1367.2
2026-04-27,1429.23
2026-04-28,1379.61
2026-04-29,1330.06
2026-04-30,1325.27
2026-05-01,1426.79
2026-05-02,1297.7
2026-05-03,1436.81
2026-05-04,1320.48
2026-05-05,1319.43
2026-05-06,1384.98
2026-05-07,1323.75
2026-05-08,1445.04
2026-05-09,1375.17
2026-05-10,1379.53
2026-05-11,1395.49
2026-05-12,1372.34
2026-05-13,1396.11
2026-05-14,1417.87
2026-05-15,1390.12
2026-05-16,1414.14
2026-05-17,1401.05
2026-05-18,1324.7
2026-05-19,1458.95
2026-05-20,1363.61
2026-05-21,1313.33
2026-05-22,1471.1
2026-05-23,1313.83
2026-05-24,1483.22
2026-05-25,1404.83
2026-05-26,1229.6
2026-05-27,1380.22
2026-05-28,1353.47
2026-05-29,1471.41
2026-05-30,1362.33
2026-05-31,1288.52
2026-06-01,2303.92
2026-06-02,2314.72
2026-06-03,2226.16
2026-06-04,2293.23
2026-06-05,2361.05
2026-06-06,2328.53
2026-06-07,2313.44
2026-06-08,2243.96
2026-06-09,2282.82
2026-06-10,2288.77
2026-06-11,2368.81
2026-06-12,2245.16
2026-06-13,2238.91
2026-06-14,2310.46
2026-06-15,2353.46
2026-06-16,2315.03
2026-06-17,2258.12
2026-06-18,2262.07
2026-06-19,2240.4
2026-06-20,2299.18
2026-06-21,2305.53
2026-06-22,2277.35
2026-06-23,2243.48
2026-06-24,2253.64
2026-06-25,2285.75
2026-06-26,2288.48
2026-06-27,2278.58
2026-06-28,2286.55
2026-06-29,2258.86
2026-06-30,2212.04
2026-07-01,2371.75
2026-07-02,2337.27
2026-07-03,2319.45
2026-07-04,2384.22
2026-07-05,2166.63
2026-07-06,2270.71
2026-07-07,2361.03
2026-07-08,2274.03
2026-07-09,2341.78
2026-07-10,2222.2
2026-07-11,2343.08
2026-07-12,2287.38
2026-07-13,2339.32
2026-07-14,2305.71
2026-07-15,2371.79
2026-07-16,2387.38
2026-07-17,2296.1
2026-07-18,2273.37
2026-07-19,2305.79
2026-07-20,2183.76
2026-07-21,2345.61
2026-07-22,2404.37
2026-07-23,2378.59
2026-07-24,2370.05
2026-07-25,2181.74
2026-07-26,2309.37
2026-07-27,2330.85
2026-07-28,2362.76
2026-07-29,2267.43
2026-07-30,2238.9
2026-07-31,2227.79
2026-08-01,2346.34
2026-08-02,2412.1
2026-08-03,2316.42
2026-08-04,2331.49
2026-08-05,2234.23
2026-08-06,2269.43
2026-08-07,2200.36
2026-08-08,2299.12
2026-08-09,2285.62
2026-08-10,2322.37
2026-08-11,2336.36
2026-08-12,2279.48
2026-08-13,2320.74
2026-08-14,2227.18
2026-08-15,2327.47
2026-08-16,2292.42
2026-08-17,2391.47
2026-08-18,2269.56
2026-08-19,2427.51
2026-08-20,2338.56
2026-08-21,2306.97
