date,price
2023-11-23,1089.32
2023-11-24,1346.22
2023-11-25,1086.73
2023-11-26,1363.89
2023-11-27,1182.39
2023-11-28,1482.69
2023-11-29,1125.15
2023-11-30,1109.78
2023-12-01,931.65
2023-12-02,591.73
2023-12-03,795.15
2023-12-04,722.2
2023-12-05,856.27
2023-12-06,803.48
2023-12-07,724.25
2023-12-08,732.48
2023-12-09,523.88
2023-12-10,792.82
2023-12-11,624.68
2023-12-12,871.2
2023-12-13,605.14
2023-12-14,733.5
2023-12-15,588.18
2023-12-16,579.83
2023-12-17,614.52
2023-12-18,495.96
2023-12-19,704.31
2023-12-20,874.45
2023-12-21,575.09
2023-12-22,738.33
2023-12-23,641.43
2023-12-24,763.43
2023-12-25,579.88
2023-12-26,596.08
2023-12-27,728.07
2023-12-28,814.88
2023-12-29,705.56
2023-12-30,631.98
2023-12-31,977.33
2024-01-01,1122.41
2024-01-02,1177.01
2024-01-03,1188.11
2024-01-04,1232.13
2024-01-05,1089.08
2024-01-06,1227.94
2024-01-07,1243.18
2024-01-08,1187.85
2024-01-09,1117.15
2024-01-10,1224.71
2024-01-11,1243.3
2024-01-12,1138.18
2024-01-13,1046.49
2024-01-14,1349.06
2024-01-15,1089.36
2024-01-16,993.31
2024-01-17,1082.87
2024-01-18,1375.07
2024-01-19,1509.88
2024-01-20,1084.89
2024-01-21,1201.1
2024-01-22,1153.51
2024-01-23,1126.8
2024-01-24,1306.33
2024-01-25,1186.14
2024-01-26,1193.56
2024-01-27,1437.83
2024-01-28,1102.06
2024-01-29,1151.44
2024-01-30,1265.08
2024-01-31,1176.95
2024-02-01,1483.27
2024-02-02,1627.86
2024-02-03,1477.59
2024-02-04,1659.62
2024-02-05,1388.67
2024-02-06,1462.75
2024-02-07,1555.03
2024-02-08,1639.44
2024-02-09,1646.65
2024-02-10,1417.4
2024-02-11,1530.51
2024-02-12,1449.55
2024-02-13,1756.61
2024-02-14,1487.67
2024-02-15,1583.58
2024-02-16,1504.16
2024-02-17,1460.98
2024-02-18,1629.05
2024-02-19,1671.32
2024-02-20,1510.91
2024-02-21,1585.25
2024-02-22,1739.58
2024-02-23,1643.49
2024-02-24,1325.22
2024-02-25,1396.77
2024-02-26,1607.57
2024-02-27,1458.44
2024-02-28,1411.09
2024-02-29,1392.24
2024-03-01,611.26
2024-03-02,779.07
2024-03-03,613.95
2024-03-04,762.09
2024-03-05,622.06
2024-03-06,777.36
2024-03-07,740.24
2024-03-08,680.54
2024-03-09,1031.97
2024-03-10,764.55
2024-03-11,738.78
2024-03-12,797.81
2024-03-13,827.22
2024-03-14,585.6
2024-03-15,922.81
2024-03-16,738.22
2024-03-17,770.51
2024-03-18,745.66
2024-03-19,730.17
2024-03-20,631.98
2024-03-21,733.19
2024-03-22,811.35
2024-03-23,708.4
2024-03-24,792.42
2024-03-25,793.46
2024-03-26,770.27
2024-03-27,806.93
2024-03-28,934.41
2024-03-29,840.52
2024-03-30,728.52
2024-03-31,667.7
2024-04-01,1300.2
2024-04-02,1243.1
2024-04-03,1186.88
2024-04-04,1108.62
2024-04-05,1257.21
2024-04-06,1159.14
2024-04-07,1150.84
2024-04-08,1559.68
2024-04-09,1238.5
2024-04-10,1194.46
2024-04-11,1253.36
2024-04-12,1308.92
2024-04-13,1186.63
2024-04-14,1385.27
2024-04-15,1102.57
2024-04-16,1118.38
2024-04-17,1181.09
2024-04-18,1209.04
2024-04-19,1300.12
2024-04-20,1219.22
2024-04-21,1172.02
2024-04-22,1133.76
2024-04-23,1192.21
2024-04-24,1392.43
2024-04-25,1299.61
2024-04-26,1123.3
2024-04-27,1341.03
2024-04-28,925.82
2024-04-29,1392.17
2024-04-30,1066.24
2024-05-01,1158.2
2024-05-02,1148.89
2024-05-03,1016.83
2024-05-04,1072.39
2024-05-05,1130.81
2024-05-06,1259.87
2024-05-07,1620.06
2024-05-08,1161.61
2024-05-09,1377.43
2024-05-10,1136.26
2024-05-11,1009.66
2024-05-12,1176.54
2024-05-13,1146.5
2024-05-14,973.0
2024-05-15,1126.54
2024-05-16,1101.22
2024-05-17,1302.16
2024-05-18,1122.66
2024-05-19,1236.91
2024-05-20,1429.02
2024-05-21,1275.38
2024-05-22,1204.37
2024-05-23,1161.15
2024-05-24,1243.18
2024-05-25,1230.93
2024-05-26,1235.62
2024-05-27,1255.94
2024-05-28,1000.34
2024-05-29,1183.74
2024-05-30,1569.75
2024-05-31,1226.62
2024-06-01,1200.3
2024-06-02,977.67
2024-06-03,1201.93
2024-06-04,1138.43
2024-06-05,1271.8
2024-06-06,1409.7
2024-06-07,1178.32
2024-06-08,1004.86
2024-06-09,1309.03
2024-06-10,1378.91
2024-06-11,1106.51
2024-06-12,1389.76
2024-06-13,1246.92
2024-06-14,1533.6
2024-06-15,1357.7
2024-06-16,1255.89
2024-06-17,1285.38
2024-06-18,1150.13
2024-06-19,1325.48
2024-06-20,1265.52
2024-06-21,1291.48
2024-06-22,1138.1
2024-06-23,1277.08
2024-06-24,1314.74
2024-06-25,1176.93
2024-06-26,1163.54
2024-06-27,1276.29
2024-06-28,1185.51
2024-06-29,1185.26
2024-06-30,994.23
2024-07-01,976.02
2024-07-02,1041.62
2024-07-03,1082.77
2024-07-04,1198.11
2024-07-05,1131.83
2024-07-06,1184.78
2024-07-07,1364.95
2024-07-08,1127.08
2024-07-09,1258.85
2024-07-10,1262.89
2024-07-11,1208.14
2024-07-12,954.47
2024-07-13,1298.06
2024-07-14,1029.54
2024-07-15,1192.0
2024-07-16,1127.03
2024-07-17,1128.8
2024-07-18,1153.72
2024-07-19,1342.81
2024-07-20,1259.25
2024-07-21,1179.23
2024-07-22,1140.2
2024-07-23,1156.56
2024-07-24,1048.12
2024-07-25,989.85
2024-07-26,1275.82
2024-07-27,1213.15
2024-07-28,1183.48
2024-07-29,1286.62
2024-07-30,1240.54
2024-07-31,989.6
2024-08-01,774.17
2024-08-02,864.29
2024-08-03,850.47
2024-08-04,941.81
2024-08-05,763.76
2024-08-06,885.16
2024-08-07,782.34
2024-08-08,631.98
2024-08-09,728.28
2024-08-10,624.53
2024-08-11,618.72
2024-08-12,685.61
2024-08-13,933.65
2024-08-14,616.4
2024-08-15,743.12
2024-08-16,627.55
2024-08-17,707.43
2024-08-18,617.4
2024-08-19,687.59
2024-08-20,681.04
2024-08-21,506.9
2024-08-22,520.55
2024-08-23,674.53
2024-08-24,775.09
2024-08-25,738.02
2024-08-26,798.37
2024-08-27,457.5
2024-08-28,700.9
2024-08-29,882.21
2024-08-30,945.3
2024-08-31,605.5
2024-09-01,1092.78
2024-09-02,1277.26
2024-09-03,1024.42
2024-09-04,1357.35
2024-09-05,1058.21
2024-09-06,1107.9
2024-09-07,1314.33
2024-09-08,1234.72
2024-09-09,1124.99
2024-09-10,1368.88
2024-09-11,1043.08
2024-09-12,1281.28
2024-09-13,1017.91
2024-09-14,986.03
2024-09-15,1226.14
2024-09-16,1147.58
2024-09-17,1200.02
2024-09-18,1090.57
2024-09-19,1191.96
2024-09-20,1304.59
2024-09-21,1117.34
2024-09-22,1149.54
2024-09-23,1186.93
2024-09-24,1186.5
2024-09-25,1105.05
2024-09-26,1084.61
2024-09-27,1290.87
2024-09-28,1321.91
2024-09-29,1384.96
2024-09-30,1152.61
2024-10-01,1246.35
2024-10-02,1140.58
2024-10-03,1325.04
2024-10-04,1405.16
2024-10-05,1237.54
2024-10-06,1161.49
2024-10-07,1219.49
2024-10-08,1177.65
2024-10-09,1249.18
2024-10-10,1133.94
2024-10-11,1116.97
2024-10-12,1143.65
2024-10-13,1324.88
2024-10-14,956.96
2024-10-15,1303.89
2024-10-16,1019.31
2024-10-17,1110.24
2024-10-18,1053.47
2024-10-19,1050.53
2024-10-20,1380.07
2024-10-21,1041.24
2024-10-22,1283.81
2024-10-23,1204.79
2024-10-24,1202.82
2024-10-25,1228.84
2024-10-26,1330.2
2024-10-27,1089.19
2024-10-28,1416.32
2024-10-29,1115.39
2024-10-30,1444.92
2024-10-31,1404.42
2024-11-01,1203.78
2024-11-02,1124.11
2024-11-03,1243.39
2024-11-04,1236.31
2024-11-05,1264.89
2024-11-06,1398.31
2024-11-07,947.96
2024-11-08,1181.75
2024-11-09,1292.22
2024-11-10,1252.78
2024-11-11,1232.95
2024-11-12,1439.62
2024-11-13,1255.14
2024-11-14,1132.26
2024-11-15,1294.14
2024-11-16,1275.31
2024-11-17,1078.99
2024-11-18,1286.56
2024-11-19,1182.05
2024-11-20,1008.88
2024-11-21,1053.83
2024-11-22,1089.82
2024-11-23,1473.66
2024-11-24,1284.51
2024-11-25,1246.61
2024-11-26,1053.58
2024-11-27,1148.93
2024-11-28,1305.92
2024-11-29,933.11
2024-11-30,1220.7
2024-12-01,640.46
2024-12-02,792.55
2024-12-03,614.3
2024-12-04,741.58
2024-12-05,861.78
2024-12-06,566.41
2024-12-07,849.55
2024-12-08,801.35
2024-12-09,607.07
2024-12-10,876.75
2024-12-11,663.45
2024-12-12,693.06
2024-12-13,876.06
2024-12-14,699.6
2024-12-15,401.74
2024-12-16,687.8
2024-12-17,767.8
2024-12-18,738.6
2024-12-19,720.22
2024-12-20,701.95
2024-12-21,824.22
2024-12-22,474.32
2024-12-23,705.45
2024-12-24,603.44
2024-12-25,586.02
2024-12-26,829.63
2024-12-27,769.82
2024-12-28,721.35
2024-12-29,879.41
2024-12-30,656.28
2024-12-31,533.95
2025-01-01,1161.77
2025-01-02,1143.34
2025-01-03,1212.66
2025-01-04,1326.54
2025-01-05,1110.58
2025-01-06,1182.67
2025-01-07,1276.59
2025-01-08,1154.22
2025-01-09,1144.29
2025-01-10,1204.94
2025-01-11,1079.63
2025-01-12,1179.0
2025-01-13,1237.22
2025-01-14,1034.78
2025-01-15,1231.95
2025-01-16,1121.65
2025-01-17,1304.95
2025-01-18,1120.55
2025-01-19,1189.39
2025-01-20,1004.17
2025-01-21,1034.58
2025-01-22,1128.91
2025-01-23,955.16
2025-01-24,1204.05
2025-01-25,1343.38
2025-01-26,1147.2
2025-01-27,1078.15
2025-01-28,1248.47
2025-01-29,1075.67
2025-01-30,1070.26
2025-01-31,1259.52
2025-02-01,1484.25
2025-02-02,1639.15
2025-02-03,1526.9
2025-02-04,1397.46
2025-02-05,1417.79
2025-02-06,1629.44
2025-02-07,1204.51
2025-02-08,1659.12
2025-02-09,1333.13
2025-02-10,1493.8
2025-02-11,1594.15
2025-02-12,1549.06
2025-02-13,1726.84
2025-02-14,1684.44
2025-02-15,1599.88
2025-02-16,1502.15
2025-02-17,1480.81
2025-02-18,1342.63
2025-02-19,1462.96
2025-02-20,1609.56
2025-02-21,1561.75
2025-02-22,1726.23
2025-02-23,1298.87
2025-02-24,1556.22
2025-02-25,1692.84
2025-02-26,1559.63
2025-02-27,1423.86
2025-02-28,1535.13
2025-03-01,876.6
2025-03-02,512.78
2025-03-03,607.84
2025-03-04,731.78
2025-03-05,865.73
2025-03-06,594.76
2025-03-07,700.32
2025-03-08,856.74
2025-03-09,566.94
2025-03-10,523.9
2025-03-11,612.1
2025-03-12,726.36
2025-03-13,767.22
2025-03-14,655.01
2025-03-15,851.59
2025-03-16,511.97
2025-03-17,638.9
2025-03-18,958.44
2025-03-19,603.44
2025-03-20,571.95
2025-03-21,687.16
2025-03-22,702.35
2025-03-23,822.78
2025-03-24,747.33
2025-03-25,795.13
2025-03-26,450.61
2025-03-27,600.18
2025-03-28,736.39
2025-03-29,721.59
2025-03-30,969.27
2025-03-31,526.65
2025-04-01,1213.84
2025-04-02,1147.52
2025-04-03,1135.36
2025-04-04,1078.72
2025-04-05,1140.17
2025-04-06,1118.47
2025-04-07,1117.35
2025-04-08,1221.81
2025-04-09,1165.15
2025-04-10,1261.89
2025-04-11,1031.02
2025-04-12,1276.75
2025-04-13,1113.87
2025-04-14,1205.73
2025-04-15,1056.83
2025-04-16,1230.33
2025-04-17,1301.45
2025-04-18,1077.25
2025-04-19,1223.08
2025-04-20,951.92
2025-04-21,1319.98
2025-04-22,1184.79
2025-04-23,1073.4
2025-04-24,1001.4
2025-04-25,1251.92
2025-04-26,1244.91
2025-04-27,1304.31
2025-04-28,1344.44
2025-04-29,1047.14
2025-04-30,1210.79
2025-05-01,1173.74
2025-05-02,1249.77
2025-05-03,1338.47
2025-05-04,1250.5
2025-05-05,1421.58
2025-05-06,1443.97
2025-05-07,1234.51
2025-05-08,1069.92
2025-05-09,1307.65
2025-05-10,1113.38
2025-05-11,1422.66
2025-05-12,1245.91
2025-05-13,1313.34
2025-05-14,1215.92
2025-05-15,1070.1
2025-05-16,1261.52
2025-05-17,1367.25
2025-05-18,1249.05
2025-05-19,1192.08
2025-05-20,1060.18
2025-05-21,1140.31
2025-05-22,1223.71
2025-05-23,1393.51
2025-05-24,1141.55
2025-05-25,1107.34
2025-05-26,1146.01
2025-05-27,1193.66
2025-05-28,1009.33
2025-05-29,1134.82
2025-05-30,1264.25
2025-05-31,1163.9
2025-06-01,1102.71
2025-06-02,1150.46
2025-06-03,982.81
2025-06-04,1170.67
2025-06-05,1291.69
2025-06-06,1286.24
2025-06-07,1145.73
2025-06-08,1283.95
2025-06-09,1184.28
2025-06-10,1290.07
2025-06-11,1183.97
2025-06-12,1134.84
2025-06-13,1346.93
2025-06-14,1316.77
2025-06-15,1345.65
2025-06-16,1085.29
2025-06-17,1395.77
2025-06-18,1209.58
2025-06-19,1218.07
2025-06-20,1124.32
2025-06-21,1065.25
2025-06-22,1093.27
2025-06-23,1282.17
2025-06-24,1392.95
2025-06-25,1205.91
2025-06-26,1219.04
2025-06-27,1042.26
2025-06-28,1302.27
2025-06-29,980.87
2025-06-30,1387.93
2025-07-01,1279.48
2025-07-02,1062.17
2025-07-03,1188.48
2025-07-04,1131.27
2025-07-05,1065.45
2025-07-06,1080.21
2025-07-07,1385.25
2025-07-08,1117.76
2025-07-09,1269.72
2025-07-10,1039.43
2025-07-11,1037.75
2025-07-12,998.53
2025-07-13,1003.91
2025-07-14,1250.65
2025-07-15,1277.21
2025-07-16,1190.92
2025-07-17,1294.93
2025-07-18,1220.49
2025-07-19,1091.09
2025-07-20,1004.97
2025-07-21,1201.94
2025-07-22,1087.71
2025-07-23,1291.73
2025-07-24,1367.61
2025-07-25,1218.15
2025-07-26,1401.82
2025-07-27,1014.39
2025-07-28,1079.83
2025-07-29,1256.51
2025-07-30,1217.32
2025-07-31,1205.06
2025-08-01,932.06
2025-08-02,802.91
2025-08-03,720.24
2025-08-04,829.52
2025-08-05,669.66
2025-08-06,556.85
2025-08-07,787.19
2025-08-08,659.15
2025-08-09,815.13
2025-08-10,807.72
2025-08-11,776.1
2025-08-12,733.64
2025-08-13,664.19
2025-08-14,636.62
2025-08-15,567.95
2025-08-16,694.85
2025-08-17,680.1
2025-08-18,628.0
2025-08-19,592.4
2025-08-20,623.42
2025-08-21,726.35
2025-08-22,611.61
2025-08-23,715.3
2025-08-24,725.72
2025-08-25,667.92
2025-08-26,629.51
2025-08-27,614.66
2025-08-28,774.33
2025-08-29,820.22
2025-08-30,904.61
2025-08-31,581.64
2025-09-01,1131.39
2025-09-02,1169.74
2025-09-03,1216.29
2025-09-04,826.77
2025-09-05,1257.43
2025-09-06,1037.1
2025-09-07,1175.32
2025-09-08,1180.33
2025-09-09,1125.88
2025-09-10,1291.96
2025-09-11,953.69
2025-09-12,1265.18
2025-09-13,1066.21
2025-09-14,1279.55
2025-09-15,1275.6
2025-09-16,1172.88
2025-09-17,1281.18
2025-09-18,1306.16
2025-09-19,1307.34
2025-09-20,1366.34
2025-09-21,1193.6
2025-09-22,959.28
2025-09-23,1091.97
2025-09-24,1344.82
2025-09-25,1128.5
2025-09-26,1183.0
2025-09-27,1163.2
2025-09-28,1214.54
2025-09-29,1130.94
2025-09-30,1290.39
2025-10-01,1175.85
2025-10-02,1236.68
2025-10-03,1146.22
2025-10-04,1240.95
2025-10-05,1193.84
2025-10-06,1366.43
2025-10-07,1313.96
2025-10-08,1117.11
2025-10-09,1225.32
2025-10-10,1110.95
2025-10-11,1242.55
2025-10-12,1125.26
2025-10-13,1035.25
2025-10-14,1117.2
2025-10-15,1108.65
2025-10-16,1419.47
2025-10-17,1322.86
2025-10-18,1143.07
2025-10-19,1198.54
2025-10-20,1295.86
2025-10-21,1349.98
2025-10-22,1174.48
2025-10-23,1343.27
2025-10-24,1192.05
2025-10-25,1124.86
2025-10-26,1135.67
2025-10-27,1417.12
2025-10-28,874.75
2025-10-29,1278.43
2025-10-30,1248.62
2025-10-31,1175.41
2025-11-01,1147.67
2025-11-02,1113.69
2025-11-03,1002.26
2025-11-04,1176.94
2025-11-05,979.18
2025-11-06,1214.67
2025-11-07,1332.44
2025-11-08,1237.72
2025-11-09,1210.87
2025-11-10,1246.54
2025-11-11,1328.05
2025-11-12,1175.28
2025-11-13,1242.56
2025-11-14,1074.57
2025-11-15,1312.35
2025-11-16,1115.22
2025-11-17,1115.82
2025-11-18,1099.95
2025-11-19,1259.58
2025-11-20,1101.25
2025-11-21,1201.23
2025-11-22,1303.65
2025-11-23,1162.01
2025-11-24,1235.27
2025-11-25,1152.15
2025-11-26,1360.93
2025-11-27,1475.65
2025-11-28,1293.12
2025-11-29,1049.27
2025-11-30,1434.25
2025-12-01,789.75
2025-12-02,755.4
2025-12-03,822.57
2025-12-04,718.24
2025-12-05,793.29
2025-12-06,653.09
2025-12-07,519.05
2025-12-08,698.59
2025-12-09,729.27
2025-12-10,754.91
2025-12-11,607.3
2025-12-12,632.13
2025-12-13,609.11
2025-12-14,728.43
2025-12-15,675.52
2025-12-16,710.5
2025-12-17,972.4
2025-12-18,805.4
2025-12-19,638.59
2025-12-20,543.13
2025-12-21,477.74
2025-12-22,953.69
2025-12-23,881.13
2025-12-24,586.7
2025-12-25,763.16
2025-12-26,693.35
2025-12-27,668.98
2025-12-28,741.81
2025-12-29,653.76
2025-12-30,681.82
2025-12-31,633.21
2026-01-01,1307.69
2026-01-02,1022.71
2026-01-03,1185.98
2026-01-04,1077.61
2026-01-05,1062.79
2026-01-06,1018.58
2026-01-07,1271.82
2026-01-08,1067.22
2026-01-09,1186.88
2026-01-10,1113.11
2026-01-11,1289.3
2026-01-12,1232.91
2026-01-13,1071.2
2026-01-14,1042.9
2026-01-15,989.78
2026-01-16,1095.92
2026-01-17,1281.28
2026-01-18,1118.78
2026-01-19,1391.32
2026-01-20,1281.33
2026-01-21,991.64
2026-01-22,1045.83
2026-01-23,1509.77
2026-01-24,1205.24
2026-01-25,1236.64
2026-01-26,1358.97
2026-01-27,1292.23
2026-01-28,1196.2
2026-01-29,1270.72
2026-01-30,1079.5
2026-01-31,1117.82
2026-02-01,1598.97
2026-02-02,1523.67
2026-02-03,1590.59
2026-02-04,1685.3
2026-02-05,1771.13
2026-02-06,1387.77
2026-02-07,1543.1
2026-02-08,1445.92
2026-02-09,1633.08
2026-02-10,1577.14
2026-02-11,1590.57
2026-02-12,1588.66
2026-02-13,1600.63
2026-02-14,1447.29
2026-02-15,1603.38
2026-02-16,1386.25
2026-02-17,1432.48
2026-02-18,1640.51
2026-02-19,1918.25
2026-02-20,1613.97
2026-02-21,1556.24
2026-02-22,1734.68
2026-02-23,1696.39
2026-02-24,1523.85
2026-02-25,1592.11
2026-02-26,1505.87
2026-02-27,1531.14
2026-02-28,1276.39
2026-03-01,625.98
2026-03-02,740.23
2026-03-03,997.48
2026-03-04,641.51
2026-03-05,725.12
2026-03-06,818.29
2026-03-07,764.38
2026-03-08,927.95
2026-03-09,672.48
2026-03-10,695.18
2026-03-11,612.47
2026-03-12,707.99
2026-03-13,739.7
2026-03-14,800.34
2026-03-15,711.26
2026-03-16,713.15
2026-03-17,647.04
2026-03-18,821.35
2026-03-19,661.71
2026-03-20,714.19
2026-03-21,585.45
2026-03-22,786.74
2026-03-23,650.82
2026-03-24,768.29
2026-03-25,804.51
2026-03-26,889.83
2026-03-27,761.51
2026-03-28,876.85
2026-03-29,531.86
2026-03-30,579.64
2026-03-31,828.5
2026-04-01,1433.67
2026-04-02,1229.84
2026-04-03,1273.45
2026-04-04,1351.94
2026-04-05,1301.88
2026-04-06,1192.79
2026-04-07,1198.21
2026-04-08,1138.24
2026-04-09,1183.76
2026-04-10,1016.5
2026-04-11,934.63
2026-04-12,1113.91
2026-04-13,1335.43
2026-04-14,1203.31
2026-04-15,1207.94
2026-04-16,1170.65
2026-04-17,1163.45
2026-04-18,1137.22
2026-04-19,1036.53
2026-04-20,1170.06
2026-04-21,1246.38
2026-04-22,1328.0
2026-04-23,1271.12
2026-04-24,1006.14
2026-04-25,1050.38
2026-04-26,1254.46
2026-04-27,993.0
2026-04-28,1172.55
2026-04-29,1171.71
2026-04-30,1191.46
2026-05-01,1359.61
2026-05-02,1226.93
2026-05-03,1224.25
2026-05-04,1326.66
2026-05-05,1208.05
2026-05-06,1128.64
2026-05-07,1221.11
2026-05-08,1039.63
2026-05-09,1353.28
2026-05-10,1258.66
2026-05-11,1420.9
2026-05-12,1390.67
2026-05-13,1228.2
2026-05-14,1339.73
2026-05-15,1096.7
2026-05-16,1011.81
2026-05-17,1198.46
2026-05-18,1083.9
2026-05-19,1081.58
2026-05-20,1225.1
2026-05-21,1373.8
2026-05-22,1260.7
2026-05-23,1146.68
2026-05-24,1122.9
2026-05-25,1297.81
2026-05-26,1306.28
2026-05-27,1078.17
2026-05-28,989.99
2026-05-29,1182.79
2026-05-30,1372.23
2026-05-31,1206.03
2026-06-01,1155.87
2026-06-02,1387.23
2026-06-03,1288.58
2026-06-04,1266.27
2026-06-05,1249.95
2026-06-06,1066.34
2026-06-07,1078.54
2026-06-08,1138.56
2026-06-09,1200.74
2026-06-10,1122.78
2026-06-11,1089.27
2026-06-12,1193.31
2026-06-13,1248.21
2026-06-14,1112.79
2026-06-15,1101.28
2026-06-16,1118.65
2026-06-17,1219.33
2026-06-18,1164.48
2026-06-19,1380.21
2026-06-20,1203.31
2026-06-21,1202.85
2026-06-22,1217.31
2026-06-23,1097.78
2026-06-24,1232.02
2026-06-25,1118.55
2026-06-26,1142.05
2026-06-27,1183.39
2026-06-28,1283.61
2026-06-29,1136.45
2026-06-30,992.72
2026-07-01,1120.31
2026-07-02,1266.47
2026-07-03,1125.61
2026-07-04,1343.04
2026-07-05,1251.11
2026-07-06,1245.41
2026-07-07,1165.07
2026-07-08,1020.7
2026-07-09,1058.74
2026-07-10,1009.32
2026-07-11,1243.76
2026-07-12,1157.46
2026-07-13,1078.48
2026-07-14,1223.92
2026-07-15,1047.55
2026-07-16,1273.52
2026-07-17,1148.34
2026-07-18,1145.23
2026-07-19,1217.68
2026-07-20,1129.45
2026-07-21,1195.2
2026-07-22,1116.22
2026-07-23,1118.46
2026-07-24,1225.67
2026-07-25,1286.96
2026-07-26,1332.42
2026-07-27,1253.76
2026-07-28,1244.91
2026-07-29,1227.25
2026-07-30,1169.58
2026-07-31,1029.89
2026-08-01,727.6
2026-08-02,839.46
2026-08-03,825.36
2026-08-04,830.91
2026-08-05,613.63
2026-08-06,949.34
2026-08-07,609.57
2026-08-08,717.56
2026-08-09,661.1
2026-08-10,724.92
2026-08-11,650.38
2026-08-12,918.41
2026-08-13,823.67
2026-08-14,590.83
2026-08-15,560.78
2026-08-16,521.94
2026-08-17,592.28
2026-08-18,626.45
2026-08-19,509.92
2026-08-20,514.25
2026-08-21,768.11
